RefID,Project,Location,Est Cost $M,2022-23,2023-24,0-5,5-10,0-10,0-15,10-15,15+,Challenge / Opportunity,log_cost,Region_Presented,Region_Big Rivers,Region_Central Australia,Region_East Arnhem,Region_Greater Darwin,Region_Territory Wide,Region_Top End Rural,Sub Sector_Agribusiness,Sub Sector_Air Transport,Sub Sector_Aquaculture,Sub Sector_Arts Trail,Sub Sector_Aviation Technology,Sub Sector_Civic Services,Sub Sector_Cotton,Sub Sector_Creative Industries,Sub Sector_Cruise Industry,Sub Sector_Cultural Experiences,Sub Sector_Development and Maintenance of Facilities,Sub Sector_Digital Industries,Sub Sector_Digital and Telecommunications Infrastructure,Sub Sector_Drive Market,Sub Sector_Education and Training,Sub Sector_Electricity,Sub Sector_Festivals and Major Events,Sub Sector_Fuel Storage,Sub Sector_Green and Blue Infrastructure,Sub Sector_Health,Sub Sector_Heritage Trails,Sub Sector_Horticulture,Sub Sector_Housing,Sub Sector_Industrial Subdivisions,Sub Sector_Intermodal Hubs,Sub Sector_Justice and Public Safety,Sub Sector_Lifestyle,Sub Sector_Manufacturing,Sub Sector_Marine Infrastructure,Sub Sector_Meeting Places,Sub Sector_Mining,Sub Sector_National Critical Care and Trauma Response,"Sub Sector_Parks, Reserves, Waterways","Sub Sector_Rail, Roads and Bridges",Sub Sector_Residential Subdivisions,Sub Sector_Retail and Business,Sub Sector_Space,Sub Sector_Sport and Recreation,"Sub Sector_Sporting, Recreation, Lifestyle",Sub Sector_Superyacht Industry,Sub Sector_Tourism,Sub Sector_Training Facilities,Sub Sector_Transport and Logistics,Sub Sector_Unlock the potential of the Territory's regions,Sub Sector_Waste Management,Sub Sector_Water,Sub Sector_Work stay play,Enabling Infrastructure_Other,Enabling Infrastructure_Social Infrastructure,Enabling Infrastructure_Transport and Logistics,Enabling Infrastructure_Utilities,Industry Sector_Civic Services,Industry Sector_Defence and Security,Industry Sector_Education and Training,Industry Sector_Emerging Industries,Industry Sector_Health,Industry Sector_Housing,Industry Sector_Justice and Public Safety,Industry Sector_Land,Industry Sector_Lifestyle,Industry Sector_Resources,"Industry Sector_Sporting, Recreation, Lifestyle",Industry Sector_Tourism,Industry Sector_Transport and Logistics,Industry Sector_Utilities,Category_P
8L16,Gapuwiyak – improve the barge landing and goods handling facilities,"-12.50322, 135.80587",2.0,2.6,1.7,,,,,,,"Improve all weather access to support accessibility, growth and community safety",0.3010299956639812,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0f14,Gapuwiyak - Starting Early for a Better Future - child and family centres,"-12.50322, 135.80587",0.5,0.5,3.0,,,,,,,Strengthen early years learning and engagement of students and parents,-0.3010299956639812,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0i13,Gapuwiyak airport and centre town area - new public amenities,"-12.6347, 135.84",5.3,2.6,3.0,,,,,,,Enhance liveability through improved facilities,0.724275869600789,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0f21,Gapuwiyak Culture and Arts Centre – new art centre building,"-12.50322, 135.80587",2.0,2.0,3.0,,,,,,,"Value, preserve and expand art and cultural places, through the Arts Trail Gallery Extension Program",0.3010299956639812,East Arnhem,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9a43,Gove District Hospital - AS 4187 Compliant Central Sterilising Department (CSD),"-12.18636, 136.77734",2.8,2.6,3.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,0.4471580313422192,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0l11,Gove Port Tourism Precinct development,"-12.1927, 136.6813",8.0,2.6,3.0,,,,,,,"Support existing tourism operators, and attract new yacht and cruise tourism operators to the region",0.9030899869919435,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0e66,Groote Eylandt Bickerton Island Primary College ,"-13.78389, 136.19583",5.3,2.6,3.0,,,,,,,"Support Culture, Language and Leadership using a bilingual curriculum in an independent Primary Boarding College",0.724275869600789,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2e9,Langarra Homeland Learning Centre upgrade,"-12.3767631, 136.820348",2.3,1.5,3.0,,,,,,,Improve infrastructure to support student enrolments,0.36172783601759284,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2i4,Milingimbi central town area - new public amenities,"-12.6347, 135.84",5.3,2.6,3.0,,,,,,,Enhance liveability by improving community facilities,0.724275869600789,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2i5,Milingimbi Water Park,"-12.6347, 135.84",5.3,2.6,3.0,,,,,,,Enhance community engagement by improving facilities,0.724275869600789,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0w04.1,Milyakburra - upgrade Outback Store,"-13.78389, 136.19583",2.0,2.0,3.0,,,,,,,"Support council operations, community services, generate local jobs and skills training ",0.3010299956639812,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0i12,Milyakburra airport - new public amenities,"-13.78389, 136.19583",5.3,2.6,3.0,,,,,,,Enhance liveability through improved facilities,0.724275869600789,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2i7,Milyakburra jetty pontoon ,"-13.78389, 136.19583",5.3,2.6,3.0,,,,,,,Support economic development by improving all weather access and goods handling facilities,0.724275869600789,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8L14,Ramingining - improve barge landing,"-12.331, 134.9238",0.9,2.6,0.9,,,,,,,"Improve all weather access to support accessibility, growth and community safety",-0.045757490560675115,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1139.ae,Ramingining aerodrome - upgrades,"-12.331, 134.9238",0.15,0.15,3.0,,,,,,,Support connectivity and improve all weather access to improve community safety and to support future growth,-0.8239087409443188,East Arnhem,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8i37,Ramingining Oval - lighting towers  ,"-12.331, 134.9238",0.95,2.6,3.0,,,,,,,Enhance liveability through improved recreation facilities,-0.022276394711152253,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0s17,Telecommunication service to the Arnhem Space Centre ,"-12.2039, 136.767",1.0,2.6,3.0,,,,,,,"Support industries of the future, increase and enhance services and job opportunities for remote communities",0.0,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2i8,Umbakumba jetty pontoon ,"-13.8613, 136.8053",5.3,2.6,3.0,,,,,,,Support economic development by improving all weather access and goods handling facilities,0.724275869600789,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2i10,Yirrkala - replace council staff housing ,"-12.2462, 136.8775",0.7,2.6,3.0,,,,,,,Support council operations by providing housing for local government employees in remote communities,-0.1549019599857432,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2i9,Yirrkala aged care facility - replacement,"-12.2462, 136.8775",2.2,2.6,3.0,,,,,,,"Provide a variety of contemporary, affordable and sustainable housing options for older Territorians",0.3424226808222063,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
630,Yirrkala School - roof and walkway replacement,"-12.2462, 136.8775",3.3,0.7,3.0,,,,,,,Upgrade ageing infrastructure to support the continued delivery of quality education,0.5185139398778874,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
631,"Yirrkala School - upgrade Middle School and specialty areas
","-12.2462, 136.8775",8.0,2.6,3.0,,,,,,,Upgrade ageing infrastructure to support the continued delivery of quality education,0.9030899869919435,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0i6,Yirrkala waste transfer station ,"-12.2462, 136.8775",5.3,2.6,3.0,,,,,,,"Support council operations, community services, generate local jobs and skills training ",0.724275869600789,East Arnhem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2r5,Across the region - HomeBuild - new dwellings,"-14.452, 132.27",108.3,41.900000000000006,8.8,,,,,,,Reduce overcrowding and improve health outcomes while providing employment and training opportunities for local Aboriginal people,2.0346284566253203,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2r26,"Across the region - housing headworks scoping, design and construction ","-14.452, 132.27",37.04,3.24,20.3,,,,,,,Expand utilities networks to support land development,1.5686709780098966,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2r21,Across the region - housing infill lots: power and water asset upgrades and network extensions to service nominated infill lots,"-14.452, 132.27",2.45,2.1,0.35,,,,,,,Enable economic development and population growth through expanded utilities networks for new land development,0.3891660843645325,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2s25,Big Rivers Government Centre - redevelopment and refurbishment,"-14.452, 132.27",10.0,1.0,3.0,,,,,,,Support contemporary work practices and environments to attract and retain people,1.0,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1539.1,Borroloola - multi-purpose sporting complex (cyclone shelter),"-16.0697, 136.3086",6.9,2.6,3.0,,,,,,,Build resiliant communites and enhanced liveabiltiy by improving community facilities,0.8388490907372553,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
664.1,Borroloola - regional town development - residential land release,"-16.0697, 136.3086",3.5,2.6,3.0,,,,,,,Enable economic development and population growth by increasing land availability,0.5440680443502757,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0f17,Borroloola - Starting Early for a Better Future - child and family centres,"-16.0697, 136.3086",0.5,0.5,3.0,,,,,,,Strengthen early years learning and engagement of students and parents,-0.3010299956639812,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0l9,"Buchanan Highway, Western Creek Road and Gorrie Dry Creek Road - upgrade gas industry roads",Buchanan Highway NT Australia,217.0,55.0,49.6,,,,,,,"Roads of Strategic Importance - support economic development of the mining, gas, cattle and tourism industries and improve community access",2.3364597338485296,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1160.1,Buntine Highway - improve the road standard and extend the seal towards Western Australia,Buntine Highway NT Australia,125.0,40.0,43.1,,,,,,,"Increase road capacity, safety, support accessibility, connectivity and amenity",2.0969100130080562,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1136,Carpentaria Highway upgrades,Carpentaria Highway NT Australia,142.8,142.8,3.0,,,,,,,"Roads of Strategic Importance - support economic development of the mining, cattle and tourism industries and improve community access",2.1547282074401557,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0e5,Casuarina Street Primary School - convert library to early learning centre,"-14.452, 132.27",0.5,0.5,3.0,,,,,,,Master planned infrastructure to provide contemporary educational facilities to support growth in early years learning enrolments,-0.3010299956639812,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1163.1,Central Arnhem Road - upgrade road within the Big Rivers region,"-13.6543, 134.3156",110.0,20.0,20.0,,,,,,,"Improve all weather access to support accessibility, growth and community safety",2.041392685158225,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2s30,Delamere Air Weapons Range upgrades (Growler),"-13.6543, 134.3156",298.0,2.6,3.0,,,,,,,Enhance defence capability and operations,2.4742162640762553,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Godinymayin Yijard Rivers Art and Culture Centre (GYRACC) - Katherine,"-14.5124, 132.2526",5.0,1.0,3.0,,,,,,,"Value, preserve and expand art and cultural places, through the Arts Trail Gallery Extension Program",0.6989700043360189,Katherine,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2e35,Kalkarindji - Families as First Teachers Building - security upgrade,"-17.44675, 130.83212",0.1,0.1,3.0,,,,,,,Strengthen early years learning and engagement of students and parents,-1.0,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
668,Kalkarindji regional town development - residential and commercial/industrial land release  ,"-17.44675, 130.83212",4.0,2.6,3.9,,,,,,,Enable economic development and population growth by increasing land availability,0.6020599913279624,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
671,Katherine - new infrastructure to mitigate flooding (southern levee),"-14.452, 132.27",9.4,2.6,3.0,,,,,,,"Improve community safety and reduce the damage, disruption and costs associated with major flood events",0.9731278535996987,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2b14,Katherine - PFAS Water Treatment Plant,"-14.3231, 132.418469",7.4,2.6,3.0,,,,,,,Support population growth by improving access to quality water,0.8692317197309762,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2f22,Katherine Crisis Centre upgrades,"-14.44987, 132.25814",3.0,3.0,3.0,,,,,,,Support the vulnerable by improving community service facilities,0.47712125471966244,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9a82,Katherine Hospital - Central Sterilising Department,"-14.452, 132.27",2.1,2.1,3.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,0.3222192947339193,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
656,Katherine Logistics and Agribusiness hub,"-14.452, 132.27",35.0,33.5,3.0,,,,,,,"Enable economic development by improving supply chains, processing and transport",1.5440680443502757,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2s9,Katherine Materials Recovery Facility ,"-14.452, 132.27",7.2,2.6,3.0,,,,,,,Support improved waste management and recycling processes,0.8573324964312685,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2t17,Katherine Power Station - black start generator and 22kv and 11kv cables,"-14.452, 132.27",5.0,1.5,3.5,,,,,,,"Asset renewal to support growth, compliance and improve service efficiency",0.6989700043360189,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2f13,Katherine regional Intergated Service Centre,"-14.452, 132.27",0.1,0.1,3.0,,,,,,,"Enhance services and liveability, health and community outcomes in regional towns and remote communities ",-1.0,Katherine,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b3,Katherine Solar Power Station connection,"-14.452, 132.27",5.3,2.6,3.0,,,,,,,Expand and diversify the Territory's power grid to improve efficiency and to meet Northern Territory renewables target of 50% by 2030,0.724275869600789,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2l12,Katherine Transit Hub,"-14.452, 132.27",0.6,2.6,3.0,,,,,,,Provide public transport facilities and depot in Katherine,-0.2218487496163564,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8b158,Pine Creek - water source augmentation ,"-13.8235, 131.8262",0.3,0.1,0.1,,,,,,,Support population growth by improving access to quality water,-0.5228787452803376,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0d13,RAAF Base Tindal - US Air Force bulk fuel facility,"-14.520095, 132.376999",5.3,2.6,3.0,,,,,,,Enhance facilities for US Air Force operations at RAAF Tindal,0.724275869600789,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"RAAF Base Tindal - USFPI/KC 30A Tankers extend, strengthen and widen runway and taxi ways ","-14.5165, 132.3866
",702.0,2.6,3.0,,,,,,,Upgrade infrastructure to enhance defence capability and operations,2.846337112129805,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9o2,RAAF Base Tindal redevelopment - stage 6,"-14.5259, 132.3835",422.0,2.6,3.0,,,,,,,Enhance defence capability and operations,2.625312450961674,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,Savannah Way - Roper Highway sealing selected sections,Roper Highway NT Australia,56.0,8.5,3.0,,,,,,,"Support economic development of the cattle, mining and mineral exploration industries",1.7481880270062005,Katherine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
